,Judul,View,Download,Tanggal Upload,Tanggal Putus,Status,Jenis
5246,Putusan MAHKAMAH AGUNG Nomor 23 K/TUN/2023,36,17,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Kepegawaian,Berkekuatan Hukum Tetap
5247,Upload :,19,12,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5248,Putus :,16,5,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5249,Register :,49,32,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Kepegawaian,Berkekuatan Hukum Tetap
5250,Putusan MAHKAMAH AGUNG Nomor 11 K/TUN/2023,30,19,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5251,Upload :,16,9,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5252,Putus :,18,7,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5253,Register :,23,11,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN,Berkekuatan Hukum Tetap
5254,Putusan MAHKAMAH AGUNG Nomor 8 K/TUN/2023,14,3,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5255,Putusan MAHKAMAH AGUNG Nomor 1201 PK/Pid.Sus/2022,5,2,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5256,Upload :,70,118,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5257,Putus :,16,9,2023-03-27,26-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Farmasi,Berkekuatan Hukum Tetap
5258,Putus :,22,9,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5259,Putus :,59,66,2023-03-27,26-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  ITE,Berkekuatan Hukum Tetap
5260,Putusan MAHKAMAH AGUNG Nomor 112 K/Pdt.Sus-PHI/2023,14,8,2023-03-27,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5261,Putusan MAHKAMAH AGUNG Nomor 180 K/Pdt.Sus-PHI/2023,15,9,2023-03-27,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5262,Putusan MAHKAMAH AGUNG Nomor 62 K/Pdt.Sus-PHI/2023,10,6,2023-03-27,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5263,Putusan MAHKAMAH AGUNG Nomor 38 K/Pdt.Sus-PHI/2023,11,4,2023-03-27,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5264,Putusan MAHKAMAH AGUNG Nomor 74 K/Pdt.Sus-PHI/2023,11,4,2023-03-27,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5265,Putusan MAHKAMAH AGUNG Nomor 55 K/Pdt.Sus-PHI/2023,16,5,2023-03-27,30-01-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5266,Putusan MAHKAMAH AGUNG Nomor 45 K/Pdt.Sus-PHI/2023,14,12,2023-03-27,14-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5267,Putusan MAHKAMAH AGUNG Nomor 59 K/Pdt.Sus-PHI/2023,10,3,2023-03-27,30-01-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5268,Putusan MAHKAMAH AGUNG Nomor 46 K/Pdt.Sus-PHI/2023,11,4,2023-03-27,30-01-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5269,Putusan MAHKAMAH AGUNG Nomor 48 K/Pdt.Sus-PHI/2023,15,10,2023-03-27,14-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5270,Putusan MAHKAMAH AGUNG Nomor 561 PK/Pdt/2022,33,13,2023-03-27,05-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Wanprestasi,Berkekuatan Hukum Tetap
5271,Putusan MAHKAMAH AGUNG Nomor 43 K/Pdt.Sus-PHI/2023,10,9,2023-03-27,30-01-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5272,Putusan MAHKAMAH AGUNG Nomor 326 K/Pid.Sus/2023,28,42,2023-03-27,15-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5273,Putusan MAHKAMAH AGUNG Nomor 7715 K/Pid.Sus/2022,10,10,2023-03-27,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5274,Putusan MAHKAMAH AGUNG Nomor 368 K/Pid.Sus/2023,9,14,2023-03-27,22-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5275,Putusan MAHKAMAH AGUNG Nomor 4096 K/Pdt/2022,14,5,2023-03-27,30-11-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
5276,Putusan MAHKAMAH AGUNG Nomor 367 K/Pid.Sus/2023,14,8,2023-03-27,22-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5277,Putusan MAHKAMAH AGUNG Nomor 251 K/Pid.Sus/2023,6,3,2023-03-27,22-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5278,Putusan MAHKAMAH AGUNG Nomor 244 K/Pid.Sus/2023,8,4,2023-03-27,22-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5279,Putusan MAHKAMAH AGUNG Nomor 243 K/Pid.Sus/2023,9,4,2023-03-27,22-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5280,Putusan MAHKAMAH AGUNG Nomor 3775 K/Pdt/2022,20,1,2023-03-27,28-11-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
5281,Putusan MAHKAMAH AGUNG Nomor 229 K/Pid.Sus/2023,8,5,2023-03-27,22-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5282,Putusan MAHKAMAH AGUNG Nomor 133 K/Pid.Sus/2023,9,5,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5283,Putusan MAHKAMAH AGUNG Nomor 129 K/Pid.Sus/2023,7,4,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5284,Putusan MAHKAMAH AGUNG Nomor 127 K/Pid.Sus/2023,7,3,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5285,Putusan MAHKAMAH AGUNG Nomor 37 K/Pid.Sus/2023,5,4,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
5286,Putusan MAHKAMAH AGUNG Nomor 123 K/Pid.Sus/2023,5,2,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5287,Putusan MAHKAMAH AGUNG Nomor 7500 K/Pid.Sus/2022,24,26,2023-03-27,28-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5288,Putusan MAHKAMAH AGUNG Nomor 7430 K/Pid.Sus/2022,17,11,2023-03-27,28-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5289,Putusan MAHKAMAH AGUNG Nomor 7406 K/Pid.Sus/2022,16,7,2023-03-27,28-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5290,Putusan MAHKAMAH AGUNG Nomor 4959 K/Pid.Sus/2022,29,27,2023-03-27,27-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi  Kerugian Keuangan Negara,Berkekuatan Hukum Tetap
5291,Putusan MAHKAMAH AGUNG Nomor 7404 K/Pid.Sus/2022,16,7,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5292,Putusan MAHKAMAH AGUNG Nomor 7201 K/Pid.Sus/2022,13,7,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5293,Upload :,21,22,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5294,Putus :,15,10,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5295,Register :,21,11,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN,Berkekuatan Hukum Tetap
5296,Putusan MAHKAMAH AGUNG Nomor 23 K/TUN/2023,36,17,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Kepegawaian,Berkekuatan Hukum Tetap
5297,Upload :,19,12,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5298,Putus :,16,5,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5299,Register :,49,32,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Kepegawaian,Berkekuatan Hukum Tetap
5300,Upload :,30,19,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5301,Putus :,16,9,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5302,Putus :,20,9,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5303,Register :,23,11,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN,Berkekuatan Hukum Tetap
5304,Putusan MAHKAMAH AGUNG Nomor 7 K/TUN/2023,14,3,2023-03-27,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5305,Upload :,5,2,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5306,Upload :,70,118,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5307,Upload :,16,9,2023-03-27,26-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Farmasi,Berkekuatan Hukum Tetap
5308,Upload :,22,9,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5309,Upload :,59,66,2023-03-27,26-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  ITE,Berkekuatan Hukum Tetap
5310,Upload :,14,6,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5311,Upload :,12,18,2023-03-27,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penipuan,Berkekuatan Hukum Tetap
5312,Upload :,36,22,2023-03-24,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5313,Upload :,215,300,2023-03-24,20-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Hak Uji Materiil,Berkekuatan Hukum Tetap
5314,Putus :,100,115,2023-03-24,09-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Hak Uji Materiil,Berkekuatan Hukum Tetap
5315,Register :,26,17,2023-03-24,09-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN,Berkekuatan Hukum Tetap
5316,Putusan MAHKAMAH AGUNG Nomor 1 P/HUM/2023,29,15,2023-03-24,14-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5317,Upload :,32,2,2023-03-24,31-01-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5318,Upload :,26,8,2023-03-24,30-01-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5319,Upload :,197,203,2023-03-21,19-01-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  Kepailitan,Berkekuatan Hukum Tetap
5320,Putusan MAHKAMAH AGUNG Nomor 75 K/Pid/2023,30,28,2023-03-20,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penipuan,Berkekuatan Hukum Tetap
5321,Putusan MAHKAMAH AGUNG Nomor 74 K/Pid/2023,18,16,2023-03-20,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penipuan,Berkekuatan Hukum Tetap
5322,Putusan MAHKAMAH AGUNG Nomor 60 K/Pid/2023,18,15,2023-03-20,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pencurian,Berkekuatan Hukum Tetap
5323,Putusan MAHKAMAH AGUNG Nomor 50 K/Pid/2023,91,73,2023-03-20,31-01-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi  Penggelapan Dalam Jabatan,Berkekuatan Hukum Tetap
5324,Putusan MAHKAMAH AGUNG Nomor 19 PK/Pid.Sus/2023,18,6,2023-03-20,31-01-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5325,Putusan MAHKAMAH AGUNG Nomor 1250 K/Pid/2022,22,22,2023-03-17,03-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Perusakan,Berkekuatan Hukum Tetap
5326,Putusan MAHKAMAH AGUNG Nomor 1246 PK/Pid.Sus/2022,74,60,2023-03-17,23-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5327,Putusan MAHKAMAH AGUNG Nomor 2161 K/Pid.Sus/2021,19,7,2023-03-17,06-04-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5328,Putusan MAHKAMAH AGUNG Nomor 1124 K/Pid/2022,24,18,2023-03-17,18-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penganiayaan,Berkekuatan Hukum Tetap
5329,Putusan MAHKAMAH AGUNG Nomor 797 K/Pid/2020,13,2,2023-03-17,12-12-2020,Pengadilan  MAHKAMAH AGUNG  Pidana Umum,Berkekuatan Hukum Tetap
5330,Putusan MAHKAMAH AGUNG Nomor 1074 K/Pid/2022,29,16,2023-03-17,03-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penipuan,Berkekuatan Hukum Tetap
5331,Putusan MAHKAMAH AGUNG Nomor 802 K/Pid/2022,30,16,2023-03-17,09-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penggelapan,Berkekuatan Hukum Tetap
5332,Putusan MAHKAMAH AGUNG Nomor 797 PK/Pid.Sus/2022,21,12,2023-03-17,29-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5333,Putusan MAHKAMAH AGUNG Nomor 807 K/Pid/2022,42,16,2023-03-17,26-07-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penipuan,Berkekuatan Hukum Tetap
5334,Putusan MAHKAMAH AGUNG Nomor 821 K/Pid.Sus/2021,26,8,2023-03-17,07-04-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5335,Putusan MAHKAMAH AGUNG Nomor 849 PK/Pid.Sus/2022,48,36,2023-03-17,05-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi  Kerugian Keuangan Negara,Berkekuatan Hukum Tetap
5336,Putusan MAHKAMAH AGUNG Nomor 1239 K/Pid.Sus/2021,22,5,2023-03-17,02-07-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5337,Putusan MAHKAMAH AGUNG Nomor 860 K/Pid.Sus/2022,39,21,2023-03-17,09-02-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi  Kerugian Keuangan Negara,Berkekuatan Hukum Tetap
5338,Putusan MAHKAMAH AGUNG Nomor 788 PK/Pid.Sus/2022,21,3,2023-03-17,11-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5339,Putusan MAHKAMAH AGUNG Nomor 883 K/Pid/2021,37,13,2023-03-17,06-10-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penipuan,Berkekuatan Hukum Tetap
5340,Putusan MAHKAMAH AGUNG Nomor 537 K/Pid.Sus/2023,29,27,2023-03-20,28-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5341,Putusan MAHKAMAH AGUNG Nomor 496 K/Pid.Sus/2023,38,43,2023-03-20,28-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  KDRT,Berkekuatan Hukum Tetap
5342,Putusan MAHKAMAH AGUNG Nomor 315 PK/Pid.Sus/2020,44,37,2023-03-20,16-09-2020,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5343,Putusan MAHKAMAH AGUNG Nomor 217 K/Pid.Sus/2022,22,10,2023-03-20,08-02-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5344,Putusan MAHKAMAH AGUNG Nomor 216 K/Pid.Sus/2023,19,11,2023-03-20,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5345,Putusan MAHKAMAH AGUNG Nomor 214 K/Pid.Sus/2023,36,12,2023-03-20,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5346,Putusan MAHKAMAH AGUNG Nomor 212 K/Pid.Sus/2023,15,8,2023-03-20,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5347,Putusan MAHKAMAH AGUNG Nomor 210 K/Pid/2022,29,37,2023-03-20,09-03-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum,Berkekuatan Hukum Tetap
5348,Putusan MAHKAMAH AGUNG Nomor 210 K/Pid.Sus/2023,17,8,2023-03-20,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5349,Putusan MAHKAMAH AGUNG Nomor 209 K/Pid/2022,34,23,2023-03-20,09-03-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Perusakan,Berkekuatan Hukum Tetap
5350,Putusan MAHKAMAH AGUNG Nomor 192 K/Pid/2023,29,15,2023-03-20,31-01-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penganiayaan,Berkekuatan Hukum Tetap
5351,Putusan MAHKAMAH AGUNG Nomor 1259 PK/Pid.Sus/2022,18,15,2023-03-20,06-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5352,Putusan MAHKAMAH AGUNG Nomor 184 K/Pid.Sus/2023,17,19,2023-03-20,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5353,Putusan MAHKAMAH AGUNG Nomor 172 K/Pid.Sus/2023,20,8,2023-03-20,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5354,Putusan MAHKAMAH AGUNG Nomor 1258 PK/Pid.Sus/2022,15,4,2023-03-20,06-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5355,Putusan MAHKAMAH AGUNG Nomor 158 PK/Pid.Sus/2023,22,10,2023-03-20,28-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5356,Putusan MAHKAMAH AGUNG Nomor 157 PK/Pid.Sus/2023,27,7,2023-03-20,28-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5357,Putusan MAHKAMAH AGUNG Nomor 156 PK/Pid.Sus/2023,14,5,2023-03-20,28-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5358,Putusan MAHKAMAH AGUNG Nomor 1258 K/Pid/2022,19,15,2023-03-20,30-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pencurian,Berkekuatan Hukum Tetap
5359,Putusan MAHKAMAH AGUNG Nomor 155 PK/Pid.Sus/2023,22,2,2023-03-20,28-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5360,Putusan MAHKAMAH AGUNG Nomor 1195 PK/Pid.Sus/2022,6,6,2023-03-17,21-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5361,Putusan MAHKAMAH AGUNG Nomor 1158 PK/Pid.Sus/2022,8,3,2023-03-17,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5362,Putusan MAHKAMAH AGUNG Nomor 899 PK/Pid.Sus/2022,16,10,2023-03-17,29-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5363,Putusan MAHKAMAH AGUNG Nomor 630 PK/Pid.Sus/2022,37,18,2023-03-17,06-07-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Kepabeanan,Berkekuatan Hukum Tetap
5364,Putusan MAHKAMAH AGUNG Nomor 1156 PK/Pid.Sus/2022,9,4,2023-03-17,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5365,Putusan MAHKAMAH AGUNG Nomor 605 K/Pid/2022,16,6,2023-03-17,04-07-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penganiayaan,Berkekuatan Hukum Tetap
5366,Putusan MAHKAMAH AGUNG Nomor 1195 K/Pid/2022,16,10,2023-03-17,25-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penipuan,Berkekuatan Hukum Tetap
5367,Putusan MAHKAMAH AGUNG Nomor 903 K/Pid/2022,16,7,2023-03-17,29-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penipuan,Berkekuatan Hukum Tetap
5368,Putusan MAHKAMAH AGUNG Nomor 1472 K/Pid.Sus/2021,17,10,2023-03-17,09-07-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5369,Putusan MAHKAMAH AGUNG Nomor 1028 K/Pid/2022,19,7,2023-03-17,18-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penipuan,Berkekuatan Hukum Tetap
5370,Putusan MAHKAMAH AGUNG Nomor 904 K/Pid/2022,16,7,2023-03-17,29-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penganiayaan,Berkekuatan Hukum Tetap
5371,Putusan MAHKAMAH AGUNG Nomor 1155 PK/Pid.Sus/2022,13,7,2023-03-17,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5372,Putusan MAHKAMAH AGUNG Nomor 1191 PK/Pid.Sus/2022,23,10,2023-03-17,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5373,Putusan MAHKAMAH AGUNG Nomor 586 K/Pid.Sus/2021,10,5,2023-03-17,07-04-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5374,Putusan MAHKAMAH AGUNG Nomor 1154 PK/Pid.Sus/2022,10,2,2023-03-17,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5375,Putusan MAHKAMAH AGUNG Nomor 1044 K/Pid.Sus/2021,11,5,2023-03-17,02-07-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5376,Putusan MAHKAMAH AGUNG Nomor 416 K/Pid.Sus/2021,11,3,2023-03-17,07-04-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5377,Putusan MAHKAMAH AGUNG Nomor 585 K/Pid.Sus/2021,10,5,2023-03-17,07-04-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
5378,Putusan MAHKAMAH AGUNG Nomor 1135 K/Pid/2022,20,13,2023-03-17,03-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pemerasaan dan Pengancaman,Berkekuatan Hukum Tetap
5379,Putusan MAHKAMAH AGUNG Nomor 920 PK/Pid.Sus/2022,14,4,2023-03-17,26-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
